iteration,country_name,currency,is_circulation,person,years_of_birth_death,in_circulation_since,years_of_circulation,reason_for_honor,denomination,obverse_or_reverse
27,Costa Rica,NA,1,Carmen Lyra (born Maria Isabel Carvajal),1887-1949,2009,NA,Costa Rican writer and member of the Communist Party of Costa Rica,"₡20,000",obverse
27,Costa Rica,NA,1,Romualdo Ricardo Jiménez Oreamuno,1859-1945,2009,NA,President of Costa Rica (1st term: 1910-1914; 2nd term: 1924-1928; 3rd term: 1932-1936),"₡50,000",obverse
28,Croatia,NA,1,Juraj Dobrila,1812–1882,1994,NA,Catholic bishop; public supporter of Croatian language and culture,10 kn,obverse
28,Croatia,NA,1,Fran Krsto Frankopan,1643–1671,1994,NA,Statesman and poet; died for Croatian liberty,5 kn,obverse
28,Croatia,NA,1,Ivan Gundulić,1589–1638,1994,NA,Baroque poet,50 kn,obverse
28,Croatia,NA,1,Josip Jelačić,1801–1859,1994,NA,Ban (1848–1859); abolished serfdom,20 kn,obverse
28,Croatia,NA,1,Marko Marulić,1450–1524,1994,NA,Poet and humanist,500 kn,obverse
28,Croatia,NA,1,Ivan Mažuranić,1814–1890,1994,NA,Ban (1873–1880); modernized economy and education,100 kn,obverse
28,Croatia,NA,1,Stjepan Radić,1871–1928,1994,NA,Founder of the Croatian Peasant Party (1905),200 kn,obverse
28,Croatia,NA,1,Ante Starčević,1823–1896,1994,NA,Politician and writer,"1,000 kn",obverse
28,Croatia,NA,1,Tomislav,???-928,1994,NA,1st King of Croatia (925-928),"1,000 kn",reverse
28,Croatia,NA,1,Petar Zrinski,1621–1671,1994,NA,Statesman and poet; died for Croatian liberty,5 kn,obverse
29,Cuba,NA,1,José Martí and Fidel Castro,1853–1895 (José Martí); 1926-2016 (Fidel Castro),2001,NA,"National hero of Cuba, poet, an essayist, a journalist, a revolutionary philosopher, a translator, a professor, a publisher, and a political theorist (José Martí); Prime Minister (1959-1976), President of Cuba (1976-2008) (Fidel Castro)",1 peso,both
29,Cuba,NA,1,"Ernesto ""Che"" Guevara",1928-1967,2004,NA,"Marxist revolutionary, physician, author, guerrilla leader, diplomat, and military theorist",3 pesos,both
29,Cuba,NA,1,Antonio Maceo Grajales,1845-1895,1997,NA,Lt. General,5 pesos,both
29,Cuba,NA,1,Máximo Gómez y Báez,1836-1905,1997,NA,Major General in the Ten Years' War (1868-1878) and Commander in Cuba's War of Independence (1895-1898),10 pesos,obverse
29,Cuba,NA,1,Camilo Cienfuegos,1932-1959,1998,NA,Cuban revolutionary,20 pesos,obverse
29,Cuba,NA,1,Calixto García Iñiguez,1839-1898,1998,NA,"General in three uprisings: part of the Cuban War of Independence, the Ten Years' War, the Little War and the War of 1895",50 pesos,obverse
29,Cuba,NA,1,Carlos Manuel de Céspedes,1819-1874,2001,NA,Cuban planter who freed his slaves and made the declaration of Cuban independence,100 pesos,obverse
29,Cuba,NA,1,Frank País,1934-1957,2010 (2015),NA,Cuban revolutionary who campaigned for the overthrow of Fulgencio Batista's government in Cuba,200 pesos,obverse
29,Cuba,NA,1,Ignacio Agramonte,1841-1873,2010 (2015),NA,Cuban revolutionary,500 pesos,obverse
29,Cuba,NA,1,Julio Antonio Mella McPartland,1903-1929,2010 (2015),NA,"Founder of the ""internationalized"" Cuban Communist Party","1,000 pesos",obverse
30,Czech Republic,NA,1,Charles IV,1346–1348,1993,NA,King of Bohemia and Holy Roman Emperor,100 Kč,obverse
30,Czech Republic,NA,1,Alois Rašín,1867-1923,2018 (commemorative),NA,Economist and politician,100 Kč,obverse
30,Czech Republic,NA,1,John Amos Comenius,1592–1670,1993,NA,Bishop of Unity of the Brethren,200 Kč,obverse
30,Czech Republic,NA,1,Božena Němcová,1820–1862,1993,NA,Author,500 Kč,obverse
30,Czech Republic,NA,1,František Palacký,1798–1876,1993,NA,Historian and politician,1000 Kč,obverse
30,Czech Republic,NA,1,Emmy Destinn,1878–1930,1993,NA,Czech operatic soprano,2000 Kč,obverse
30,Czech Republic,NA,1,Tomáš Garrigue Masaryk,1850–1937,1993,NA,1st President of Czechoslovakia (1918-1935),5000 Kč,obverse
31,Denmark,NA,1,Anna Ancher,1859–1935,1998–2011,NA,Painter,"1,000 kr",obverse
31,Denmark,NA,1,Michael Ancher,1849–1927,1998–2011,NA,Painter,"1,000 kr",obverse
31,Denmark,NA,1,Karen Blixen,1885–1962,1999–2009,NA,author,50 kr,obverse
31,Denmark,NA,1,Niels Bohr,1885–1962,1997–2011,NA,Winner of the Nobel Prize in Physics (1922),500 kr,obverse
31,Denmark,NA,1,Johanne Luise Heiberg,1812–1890,1997–2010,NA,Actress (1827–1864),200 kr,obverse
31,Denmark,NA,1,Carl Nielsen,1865–1931,1999–2010,NA,"Composer, conductor and violinist",100 kr,obverse
32,Djibouti,NA,1,Ali Ahmed Oudoum,,2005,NA,,"1,000 francs",Obverse
32,Djibouti,NA,1,Mahmoud Harbi,1921-1960,2002,NA,Vice President of the Government Council of French Somaliland (1957-1958),"5,000 francs",Obverse
32,Djibouti,NA,1,Hassan Gouled Aptidon,1916-2006,1999,NA,1st President of Djibouti (1977-1999),"10,000 francs",Obverse
33,Dominican Republic,NA,1,Gregorio Luperón,1839-1897,2010,NA,20th President of the Dominican Republic (1879-1880),20 pesos oro,obverse
33,Dominican Republic,NA,1,"Francisco del Rosario Sánchez, Juan Pablo Duarte and Matías Ramón Mella",1817–1861 (Francisco del Rosario Sánchez); 1813–1876 (Juan Pablo Duarte); 1816–1864 (Matías Ramón Mella),2000 (pesos oro) and 2011 (pesos dominicanos),NA,Founding fathers of the Dominican Republic,100 pesos oro/pesos dominicanos,obverse
33,Dominican Republic,NA,1,"Mirabal sisters (Patria Mercedes Mirabal Reyes, María Argentina Minerva Mirabal Reyes and Antonia María Teresa Mirabal Reyes)","1924–1960 (Patria Mercedes Mirabal Reyes), 1926–1960 (María Argentina Minerva Mirabal Reyes), 1935–1960 (Antonia María Teresa Mirabal Reyes)",2007 (pesos oro) and 2013 (pesos dominicanos),NA,Three sisters that opposed the dictatorship of Rafael Trujillo,200 pesos oro/pesos dominicanos,obverse
33,Dominican Republic,NA,1,Salomé Ureña de Henríquez and Pedro Henríquez Ureña,1850–1897 (Salomé Ureña de Henríquez); 1884–1946 (Pedro Henríquez Ureña),2000 (pesos oro) and 2011 (pesos dominicanos),NA,"Poet and pedagogist (Salomé Ureña de Henríquez); Essayist, philosopher, humanist, philologist and literary critic (Pedro Henríquez Ureña)",500 pesos oro/pesos dominicanos,obverse
33,Dominican Republic,NA,1,Emilio Prud’Homme and José Rufino Reyes y Siancas,1856–1932 (Emilio Prud’Homme); 1835–1905 (José Rufino Reyes y Siancas),2000 (pesos oro) and 2011 (pesos dominicanos),NA,Composers of the National Anthem of the Dominican Republic,2000 pesos oro/pesos dominicanos,obverse
34,Eastern Caribbean States,NA,1,Elizabeth II,1926-,1993,NA,Queen of the United Kingdom and the other Commonwealth realms (1952-) and Head of the Commonwealth of Nations (1952-),All ($5–100),Obverse
34,Eastern Caribbean States,NA,1,William Arthur Lewis,1915-1991,1993,NA,Economist,$100,Reverse
35,Egypt,NA,1,Ramesses II*,1302–1213 BC,1996,NA,Pharaoh of the Nineteenth Dynasty (1279–1213 BC),Pt.50,reverse
35,Egypt,NA,1,Ramesses II*,1302–1213 BC,1979,NA,Pharaoh of the Nineteenth Dynasty (1279–1213 BC),£1,reverse
35,Egypt,NA,1,Khafra*,unknown,2003,NA,Pharaoh of the Fourth Dynasty (2558–2532 BC),£10,reverse
36,Fiji,NA,1,Ben Ryan,1971-,2017 (commemorative),NA,Rugby union coach; known for coaching the Fiji sevens,$7,Obverse
36,Fiji,NA,1,Osea Kolinisau,1985-,2017 (commemorative),NA,Captain of the Fiji sevens,$7,Obverse
36,Fiji,NA,1,Josaia Voreqe Bainimarama (Frank Bainimarama),1954-,2017 (commemorative),NA,Prime Minister of Fiji (2007-),$7,Reverse
37,"Gambia, The",NA,1,Yahya Abdul-Aziz Jemus Junkung Jammeh,1965-,2015,NA,2nd President of the Gambia (1994-2016),All (5-200 Dalasis),Obverse
38,Georgia,NA,1,Niko Pirosmani,1862–1918,1995,NA,Primitivist painter,1,obverse
38,Georgia,NA,1,Zakaria Paliashvili,1871-1933,1995,NA,Composer,2,obverse
38,Georgia,NA,1,Ivane Javakhishvili,1876-1940,1995,NA,Academician,5,obverse
38,Georgia,NA,1,Akaki Tsereteli,1840-1915,1995,NA,Poet and Public Figure,10,obverse
38,Georgia,NA,1,Ilia Chavchavadze,1837-1907,1995,NA,"Public Figure, Publicist, Writer",20,obverse
38,Georgia,NA,1,Queen Tamar,c. 1160–1213,1995,NA,The Queen Regnant of Georgia,50,obverse
38,Georgia,NA,1,Shota Rustaveli,1172–1216,1995,NA,Poet,100,obverse
38,Georgia,NA,1,Kakutsa Cholokashvili,1888–1930,2006,NA,Military Commander,200,obverse
38,Georgia,NA,1,David IV of Georgia,1073–1125,1995,NA,King of Georgia,500,obverse
39,Ghana,NA,1,"Ebenezer Ako-Adjei, Edward Akufo-Addo, Joseph Boakye Danquah, Francis Nwia Kofie Kwame Nkrumah, Emmanuel Obetsebi-Lamptey and William Ofori Atta",1916–2002 (Ebenezer Ako-Adjei); 1906–1979 (Edward Akufo-Addo); 1895–1965 (Joseph Boakye Danquah); 1909–1972 (Francis Nwia Kofie Kwame Nkrumah); 1902–1963 (Emmanuel Obetsebi-Lamptey); 1910–1988 (William Ofori Atta),2007,NA,"Leaders of the United Gold Coast Convention (known as ""The Big Six"")",GH₵1,Obverse
39,Ghana,NA,1,Francis Nwia Kofie Kwame Nkrumah,1909-1972,2010,NA,1st Prime Minister of Ghana (1957-1960); 1st President of Ghana (1960-1966),GH₵2,Obverse
39,Ghana,NA,1,"Ebenezer Ako-Adjei, Edward Akufo-Addo, Joseph Boakye Danquah, Francis Nwia Kofie Kwame Nkrumah, Emmanuel Obetsebi-Lamptey and William Ofori Atta",1916–2002 (Ebenezer Ako-Adjei); 1906–1979 (Edward Akufo-Addo); 1895–1965 (Joseph Boakye Danquah); 1909–1972 (Francis Nwia Kofie Kwame Nkrumah); 1902–1963 (Emmanuel Obetsebi-Lamptey); 1910–1988 (William Ofori Atta),2007,NA,"Leaders of the United Gold Coast Convention (known as ""The Big Six"")",GH₵5,Obverse
39,Ghana,NA,1,James Emman Kwegyir Aggrey,1875-1927,2017 (commemorative)2018 (regular issue),NA,"Intellectual, missionary, and teacher",GH₵5,Obverse
39,Ghana,NA,1,"Ebenezer Ako-Adjei, Edward Akufo-Addo, Joseph Boakye Danquah, Francis Nwia Kofie Kwame Nkrumah, Emmanuel Obetsebi-Lamptey and William Ofori Atta",1916–2002 (Ebenezer Ako-Adjei); 1906–1979 (Edward Akufo-Addo); 1895–1965 (Joseph Boakye Danquah); 1909–1972 (Francis Nwia Kofie Kwame Nkrumah); 1902–1963 (Emmanuel Obetsebi-Lamptey); 1910–1988 (William Ofori Atta),2007,NA,"Leaders of the United Gold Coast Convention (known as ""The Big Six"")",GH₵10,Obverse
39,Ghana,NA,1,"Ebenezer Ako-Adjei, Edward Akufo-Addo, Joseph Boakye Danquah, Francis Nwia Kofie Kwame Nkrumah, Emmanuel Obetsebi-Lamptey and William Ofori Atta",1916–2002 (Ebenezer Ako-Adjei); 1906–1979 (Edward Akufo-Addo); 1895–1965 (Joseph Boakye Danquah); 1909–1972 (Francis Nwia Kofie Kwame Nkrumah); 1902–1963 (Emmanuel Obetsebi-Lamptey); 1910–1988 (William Ofori Atta),2007,NA,"Leaders of the United Gold Coast Convention (known as ""The Big Six"")",GH₵20,Obverse
39,Ghana,NA,1,"Ebenezer Ako-Adjei, Edward Akufo-Addo, Joseph Boakye Danquah, Francis Nwia Kofie Kwame Nkrumah, Emmanuel Obetsebi-Lamptey and William Ofori Atta",1916–2002 (Ebenezer Ako-Adjei); 1906–1979 (Edward Akufo-Addo); 1895–1965 (Joseph Boakye Danquah); 1909–1972 (Francis Nwia Kofie Kwame Nkrumah); 1902–1963 (Emmanuel Obetsebi-Lamptey); 1910–1988 (William Ofori Atta),2007,NA,"Leaders of the United Gold Coast Convention (known as ""The Big Six"")",GH₵50,Obverse
40,Gibraltar,NA,1,Elizabeth II,1926-,1995,NA,Queen of the United Kingdom of Great Britain and Northern Ireland (1952-) and Head of the Commonwealth (1952-),All,Obverse
40,Gibraltar,NA,1,Tariq ibn Ziyad,670-720,1995,NA,General and Governor of Al-Andalus (711-712),£5,Reverse
40,Gibraltar,NA,1,George Augustus Eliott,1717-1790,1995,NA,Governor of Londonderry (1774-1775); Governor of Gibraltar (1777-1790); Officer of the British Army during the Great Siege of Gibraltar,£10,Reverse
40,Gibraltar,NA,1,Horatio Nelson,1758-1805,1995,NA,Flag Officer of the Royal Navy,£20,Reverse
40,Gibraltar,NA,1,Winston Churchill,1874-1965,1995,NA,Prime Minister of the United Kingdom (1940-1945; 1951-1955),£50,Reverse
40,Gibraltar,NA,1,Joshua Hassan,1915-1997,2017 (commemorative),NA,1st and 3rd Chief Minister of Gibraltar (1st: 1964-1969; 3rd: 1972-1987); 1st Mayor of Gibraltar (1955-1969),£100,Reverse
41,Guatemala,NA,1,Tecun Uman,1500-1524,1972,NA,Prince and Commander-and-Chief of the Quiche Realm during the Spanish Conquest,50 centavos,Obverse
41,Guatemala,NA,1,José María Orellana,1872-1926,"1972 (paper), 2006 (polymer)",NA,President of the Republic of Guatemala (1921-1926); responsible for the introduction of the quetzal as Guatemala's national currency,1 quetzal,Obverse
41,Guatemala,NA,1,Justo Rufino Barrios,1835-1885,"1969 (paper), 2011 (polymer)",NA,President of Guatemala (1873-1885),5 quetzales,Obverse
41,Guatemala,NA,1,Miguel García Granados,1809-1878,1971,NA,President of Guatemala (1871-1873),10 quetzales,Obverse
41,Guatemala,NA,1,Mariano Gálvez,c. 1794-1862,1972,NA,Governor of Guatemala (1831-1838),20 quetzales,Obverse
41,Guatemala,NA,1,Carlos Zachrisson,,1974,NA,Minister of Finance (1923-1926),50 quetzales,Obverse
41,Guatemala,NA,1,Francisco Marroquín,1499-1563,1972,NA,Bishop of the Realm of Goathemala; Founder of San Carlos de Borromeo University,100 quetzales,Obverse
41,Guatemala,NA,1,"Sebastian Hurtado, Mariano Valverde and German Alcántara",,2009,NA,Composers of the marimba,200 quetzales,Obverse
42,Guernsey,NA,1,Queen Elizabeth II,1926-,1994,NA,Queen of the United Kingdom and the other Commonwealth realms (1952-),All (£5-50),Obverse
42,Guernsey,NA,1,Daniel de Lisle Brock,1762-1842,1991,NA,Bailiff of Guernsey (1821-1842),£1,Reverse
42,Guernsey,NA,1,Thomas de la Rue,1793-1866,2013 (commemorative £1); 1991 (£5),NA,Printer; Founder of the De La Rue printing company,£1 and £5,Reverse
42,Guernsey,NA,1,Isaac Brock,1769-1812,1991,NA,Lieutenant Governor of Upper Canada (Acting) (1811-1812); Hero of Upper Canada,£10,Reverse
42,Guernsey,NA,1,Lord de Saumarez,1757-1836,1991,NA,,£20,Reverse
43,Haiti,NA,1,Catherine Flon Arcahaie,fl.1803,1988,NA,Responsible for the creation of the Flag of Haiti,10 Gourdes,Obverse
43,Haiti,NA,1,Sanité Bélair,1781-1805,2004,NA,Freedom fighter and revolutionary; lieutenant in the army of Toussaint Louverture,10 Gourdes,Obverse
43,Haiti,NA,1,François-Dominique Toussaint Louverture,1743-1803,2001,NA,Leader of the Haitian Revolution,20 Gourdes,Obverse
43,Haiti,NA,1,Fabre Geffrard,1806-1878,2004,NA,8th President of Haiti (1859-1867),25 Gourdes,Obverse
43,Haiti,NA,1,Louis Étienne Félicité Lysius Salomon,1815-1888,1979,NA,13th President of Haiti (1879-1888),50 Gourdes,Obverse
43,Haiti,NA,1,François Capois,1766-1806,2004,NA,Rebel slave and officer in the Haitian Revolution,50 Gourdes,Obverse
43,Haiti,NA,1,Henri Christophe,1767-1820,1979,NA,President of the State of Haiti (1807-1811); King of Haiti (1811-1820),100 Gourdes,Obverse
43,Haiti,NA,1,Jean-Jacques Dessalines,1758-1806,1979,NA,Leader of the Haitian Revolution and Emperor of Haiti (1804-1806),250 Gourdes,Obverse
43,Haiti,NA,1,Alexandre Sabès Pétion,1770-1818,1888,NA,1st President of Haiti (1806-1818),500 Gourdes,Obverse
43,Haiti,NA,1,Florvil Hyppolite,1828-1896,1999,NA,16th President of Haiti (1889-1896),"1,000 Gourdes",Obverse
44,Honduras,NA,1,Lempira,?-1537,1951,NA,War chieftain of the Lencas,L1,Obverse
44,Honduras,NA,1,Marco Aurelio Soto,1846-1908,1976,NA,President of Honduras (1876-1883),L2,Obverse
44,Honduras,NA,1,José Francisco Morazán Quezada,1792-1842,1950,NA,President of the Federal Republic of Central America (1830-1839),L5,Obverse
44,Honduras,NA,1,José Trinidad Cabañas,1805-1871,1951,NA,Head of State of Honduras (1852-1855),L10,Obverse
44,Honduras,NA,1,José Dionisio de la Trinidad de Herrera y Díaz del Valle,1781-1850,1951 (paper)2008 (polymer),NA,Head of State of Honduras (1824-1827),L20,Obverse
44,Honduras,NA,1,Juan Manuel Gálvez Durón,1887-1972,1976,NA,39th President of Honduras (1949-1954),L50,Obverse
44,Honduras,NA,1,José Cecilio del Valle,1780-1834,1951,NA,3rd President-elect of the Federal Republic of Central America,L100,Obverse
44,Honduras,NA,1,Ramón Rosa Soto,1848-1893,1995,NA,Lieutenant Secretary of Finance of Guatemala (1871-1873); Secretary of Education of Guatemala and Secretary of Foreign Affairs of Guatemala (1873-1876); Secretary General of Honduras (1876-1883),L500,Obverse
45,Hungary,NA,1,Gabriel Bethlen,1580–1629,1998,NA,Prince of Transylvania (1613–1629); led an uprising against the Hungarian monarchy,"2,000 Ft",both
45,Hungary,NA,1,Charles I,1288–1342,1998,NA,King of Hungary (1308–1342),200 Ft,obverse
45,Hungary,NA,1,Matthias Corvinus,1443–1490,1998,NA,King of Hungary (1458–1490),"1,000 Ft",obverse
45,Hungary,NA,1,Ferenc Deák,1803–1876,2001,NA,Statesman and reformer,"20,000 Ft",obverse
45,Hungary,NA,1,Francis II Rákóczi*,1676–1735,1998,NA,Prince of Transylvania; led the uprising against the Hungarian monarchy (1703–1711),500 Ft,obverse
45,Hungary,NA,1,Stephen I,975-1038,1997,NA,1st King of Hungary (1006–1038),"10,000 Ft",obverse
45,Hungary,NA,1,István Széchenyi*,1791–1860,1999,NA,Statesman and political theorist,"5,000 Ft",obverse
46,Iceland,NA,1,Ingibjörg Benediktsdóttir,1640-1673,1986,NA,2nd wife of Gísli Þorláksson,"5,000 kr",obverse
46,Iceland,NA,1,Jónas Hallgrímsson,1807-1845,2013,NA,"Poet, author and naturalist","10,000 kr",obverse
46,Iceland,NA,1,Ragnheiður Jónsdóttir,1646–1715,1986,NA,developer of embroidery; 3rd wife of Gísli Þorláksson,"5,000 kr",both
46,Iceland,NA,1,Jóhannes Sveinsson Kjarval,1885–1972,1995,NA,painter,"2,000 kr",obverse
46,Iceland,NA,1,Jón Sigurðsson,1811–1879,1981,NA,leader of the 19th century independence movement,500 kr,both
46,Iceland,NA,1,Brynjólfur Sveinsson,1605–1675,1984,NA,Lutheran bishop; collected Old Norse literature,"1,000 kr",obverse
46,Iceland,NA,1,Gísli Þorláksson,1631-1684,1986,NA,Lutheran bishop of Hólar (1657–1684); husband of Ragnheiður Jónsdóttir,"5,000 kr",obverse
46,Iceland,NA,1,Gróa Þorleifsdóttir,1640-1660,1986,NA,1st wife of Gísli Þorláksson,"5,000 kr",obverse
47,India,NA,1,Mahatma Gandhi,1869–1948,2002 (₹5); 1996 (₹10); 2002 (₹20); 1997 (₹50); 1996 (₹100); 2017 (₹200); 2016 (₹500); 2016 (₹2000),NA,Political and spiritual leader of the Indian independence movement,All (₹5-2000),Obverse
48,Indonesia,NA,1,Pattimura,1783–1817,2000,NA,Moluccan soldier; national hero,1000 Rp,obverse
48,Indonesia,NA,1,Tjut Meutiah,1870–1910,2016,NA,Aceh fighter; national heroine,1000 Rp,obverse
48,Indonesia,NA,1,Antasari,1809–1862,2009,NA,Sultan of Banjar; national hero,2000 Rp,obverse
48,Indonesia,NA,1,Mohammad Husni Thamrin,1894–1941,2016,NA,Dutch era politician; national hero,2000 Rp,obverse
48,Indonesia,NA,1,Tuanku Imam Bonjol,1772–1864,2001,NA,Leader of the Padri Movement in West Sumatra; national hero,5000 Rp,obverse
48,Indonesia,NA,1,Idham Chalid,1921–2010,2016,NA,3rd Chairman of the MPR (1972–1977); national hero,5000 Rp,obverse
48,Indonesia,NA,1,Mahmud Badaruddin II,1767–1862,2005,NA,8th Sultan of the Palembang Sultanate; national hero,"10,000 Rp",obverse
48,Indonesia,NA,1,Frans Kaisiepo,1921–1979,2016,NA,4th Governor of Papua (1964–1973); national hero,"10,000 Rp",obverse
48,Indonesia,NA,1,Oto Iskandar di Nata,1897–1945,2004,NA,Fighter for independence; national hero,"20,000 Rp",obverse
48,Indonesia,NA,1,Sam Ratulangi,1890–1949,2016,NA,"Politician, journalist, and national hero","20,000 Rp",obverse
